"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","SMALL CLASS NOTATION","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHERCNT","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","492","2123","SENIOR THESIS","Groth,Dennis Patrick","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","493","2124","SENIOR THESIS","Groth,Dennis Patrick","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","494","2122","DESIGN & DEV OF AN INFO SYSTEM","Paul,LJ","188","219",""," 3.393"," 3.204","94.8","47.3","37.2","15.4","0.0","31","0","89","0","33","37","0","13","16","0","0","0","0","0","1","9","0","21","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","498","37375","CAPSTONE CO-OP EXPERIENCE","Paul,LJ","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","501","7494","INTRO TO INFORMATICS","Milojevic,Stasa","24","24",""," 3.858"," 3.862","91.7","87.5","8.3","4.2","0.0","0","4","17","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","511","10780","ACI METHODS","Martin,Christopher Flynn","10","10",""," 3.870"," 3.871","70","90.0","10.0","0.0","0.0","0","2","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","514","10742","SEMINAR ON TECH FOR ANIMALS","Nippert-Eng,Christena","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","519","4334","INTRODUCTION TO BIOINFORMATICS","Brendel,Volker","15","21",""," 3.673"," 3.611","25","73.3","26.7","0.0","0.0","6","2","4","5","2","2","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","520","10097","SECURITY FOR NETWORKED SYSTEMS","Kim,Hyungsub","10","17",""," 3.190"," 3.492","10","20.0","70.0","10.0","0.0","7","0","2","0","3","4","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","520","7934","SECURITY FOR NETWORKED SYSTEMS","Huang,Yan","14","18",""," 3.793"," 3.627","7.1","85.7","14.3","0.0","0.0","4","3","5","4","1","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","525","10490","ORG INFO & ECONOMICS SECURITY","Camp,L Jean","15","17",""," 3.747"," 3.646","13.3","86.7","13.3","0.0","0.0","2","0","6","7","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","527","35733","MOBILE AND PERVASIVE DESIGN","Shih,Patrick C","7","10",""," 3.914"," 3.897","71.4","100.0","0.0","0.0","0.0","3","0","5","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","529","14344","MACHINE LEARNING BIOINFORMATCS","Hong,Yuhui","13","20",""," 4.000"," 3.761","0","100.0","0.0","0.0","0.0","7","8","5","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","535","9592","MGMT ACCESS USE BIG DATA","Leykin,Alex","67","102",""," 3.840"," 3.642","1.4","92.5","6.0","0.0","0.0","36","0","54","8","1","1","2","0","0","0","0","0","0","1","3","32","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","540","10031","HUMAN ROBOT INTERACTION","Sabanovic,Selma","14","32",""," 3.957"," 3.804","57.1","100.0","0.0","0.0","0.0","18","9","3","2","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","541","35900","INTRODUCTION TO HCI/D","Kaziunas,Elizabeth","28","32",""," 3.336"," 3.458","93.1","42.9","53.6","0.0","3.6","4","0","3","9","7","7","1","0","0","0","1","0","0","0","1","3","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","541","35901","INTRODUCTION TO HCI/D","Gray,Colin Michael","30","30",""," 3.700"," 3.830","100","70.0","30.0","0.0","0.0","0","3","14","4","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","542","30644","FOUNDATIONS OF HCI","Blevis,Eli B.","30","33",""," 4.000"," 3.834","93.3","100.0","0.0","0.0","0.0","3","10","20","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","542","4956","FOUNDATIONS OF HCI","Gray,Colin Michael","32","37",""," 3.394"," 3.509","97","65.6","21.9","9.4","0.0","6","6","6","9","2","4","1","1","1","1","0","0","0","1","0","4","1","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","544","30641","EXPERIENCE DESIGN","Stolterman Bergqvist,Erik Agnar","6","8",""," 4.000"," 3.801","50","100.0","0.0","0.0","0.0","2","1","5","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","544","8846","EXPERIENCE DESIGN","Stolterman Bergqvist,Erik Agnar","7","10",""," 3.957"," 3.675","87.5","100.0","0.0","0.0","0.0","3","4","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","549","36522","ADVANCED PROTOTYPING","Francisco,Matthew","11","16",""," 4.000"," 3.852","90.9","100.0","0.0","0.0","0.0","5","9","2","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","552","6464","IND STUDY IN BIOINFORMATICS","Brendel,Volker","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","552","6465","IND STUDY IN BIOINFORMATICS","Brendel,Volker","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","554","2126","IND ST HUM COMPUTER INTERACTN","Gray,Colin Michael","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","587","10440","INTRO TO VIRTUAL HERITAGE","Guidi,Gabriele","5","9","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","590","10393","TOPICS IN INFORMATICS","Maidi,Chabane","22","32",""," 4.000"," 3.825","4.3","100.0","0.0","0.0","0.0","10","7","15","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","10648","TOPICS IN INFORMATICS","Terrell,Jennifer Anne","13","25",""," 3.700"," 3.754","81.3","76.9","23.1","0.0","0.0","12","5","4","1","0","1","2","0","0","0","0","0","0","0","0","9","3","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","590","11082","TOPICS IN INFORMATICS","Wood,Brian William","10","15",""," 4.000"," 3.774","70","100.0","0.0","0.0","0.0","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","11084","TOPICS IN INFORMATICS","McCoy,Chase","7","9",""," 3.957"," 3.895","100","100.0","0.0","0.0","0.0","2","4","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","590","11428","TOPICS IN INFORMATICS","Blevis,Shunying An","3","15","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","11430","TOPICS IN INFORMATICS","Reed-Buechlein,Kayce","25","29",""," 3.768"," 3.782","72","84.0","16.0","0.0","0.0","4","3","10","8","2","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","12629","TOPICS IN INFORMATICS","Wild,David John","7","17",""," 3.871"," 3.808","28.6","100.0","0.0","0.0","0.0","10","2","2","3","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","12732","TOPICS IN INFORMATICS","Kwak,Haewoon","40","57",""," 3.790"," 3.715","2.5","85.0","15.0","0.0","0.0","17","7","13","14","6","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","590","13209","TOPICS IN INFORMATICS","El-Shamy,Jenny H.","19","26",""," 4.000"," 3.722","52.6","100.0","0.0","0.0","0.0","7","1","18","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","14999","TOPICS IN INFORMATICS","Nti Asare,Isak","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","30637","TOPICS IN INFORMATICS","Toombs,Austin Lewis","71","76",""," 3.765"," 3.688","100","87.3","9.9","2.8","0.0","5","5","35","22","5","2","0","0","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","35731","TOPICS IN INFORMATICS","Hahn,Matthew","12","13",""," 3.850"," 3.715","16.7","100.0","0.0","0.0","0.0","1","0","6","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","35741","TOPICS IN INFORMATICS","Ahn,Yong Yeol","56","89",""," 3.850"," 3.660","3.5","89.3","10.7","0.0","0.0","33","2","36","12","4","2","0","0","0","0","0","0","0","0","1","32","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","590","36614","TOPICS IN INFORMATICS","Hegarty,Zack","22","28",""," 3.850"," 3.769","72.7","95.5","0.0","0.0","4.5","6","0","20","1","0","0","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","5985","TOPICS IN INFORMATICS","Gordon,Goren","41","61",""," 3.749"," 3.677","4.8","82.9","17.1","0.0","0.0","20","2","16","16","5","2","0","0","0","0","0","0","0","0","1","19","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","6716","TOPICS IN INFORMATICS","Francisco,Matthew","6","7",""," 3.833"," 3.788","50","83.3","16.7","0.0","0.0","1","3","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","590","7912","TOPICS IN INFORMATICS","Wood,Brian William","9","17",""," 4.000"," 3.784","33.3","100.0","0.0","0.0","0.0","8","8","1","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","590","9121","TOPICS IN INFORMATICS","Ensmenger,Nathan","8","12",""," 4.000"," 3.864","75","100.0","0.0","0.0","0.0","4","3","5","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","590","9665","TOPICS IN INFORMATICS","Francisco,Matthew","3","6","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","591","35843","GRADUATE INTERNSHIP","Guidi,Gabriele","0","10","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","8W1","Eight Week - First","INFO","INFO-I","591","35845","GRADUATE INTERNSHIP","Kapadia,Apu","0","13","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","8W2","Eight Week - Second","INFO","INFO-I","591","35846","GRADUATE INTERNSHIP","Miller,Mary Ann","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","591","5315","GRADUATE INTERNSHIP","Guidi,Gabriele","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","601","8520","INTRODUCTN TO COMPLEX SYSTEMS","Flammini,Alessandro","15","19",""," 3.833"," 3.743","50","93.3","6.7","0.0","0.0","4","2","6","6","1","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","13W","Thirteen Week","INFO","INFO-I","609","11301","ADVANCED SEMINAR I INFORMATICS","Nippert-Eng,Christena","1","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","617","6641","INFORMATICS IN LIFE SCI & CHEM","Brendel,Volker","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","692","2127","THESIS/PROJECT BIOINFORMATICS","Brendel,Volker","0","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","698","5577","RESEARCH IN INFORMATICS","Guidi,Gabriele","4","15","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","698","5578","RESEARCH IN INFORMATICS","Guidi,Gabriele","1","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","699","4337","INDEPENDENT STUDY-INFORMATICS","Guidi,Gabriele","4","9","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","699","8761","INDEPENDENT STUDY-INFORMATICS","Guidi,Gabriele","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","790","4338","INFORMATICS RESEARCH ROTATION","Guidi,Gabriele","5","20","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","790","4707","INFORMATICS RESEARCH ROTATION","Guidi,Gabriele","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-I","890","4336","THESIS READINGS AND RESEARCH","Guidi,Gabriele","0","23","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-T","100","11102","TOPICS: INFORMATICS TECHNOLOGY","Haghverdi,Esfandiar","15","20",""," 3.473"," 2.806","20","80.0","6.7","6.7","0.0","6","4","5","3","1","0","0","0","0","1","0","0","0","1","5","0","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","8W1","Eight Week - First","INFO","INFO-T","100","34736","TOPICS: INFORMATICS TECHNOLOGY","Loveless,Mary Elizabeth","25","26",""," 3.684"," 3.116","7.7","84.0","12.0","0.0","0.0","2","16","3","2","0","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","8W1","Eight Week - First","INFO","INFO-T","100","34737","TOPICS: INFORMATICS TECHNOLOGY","Clor,Maria Victoria","30","31",""," 3.837"," 3.175","20","90.0","6.7","3.3","0.0","1","19","6","2","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","INT","Intersession","INFO","INFO-T","100","35801","TOPICS: INFORMATICS TECHNOLOGY","Lasassmeh,Suha","20","20",""," 3.985"," 3.703","15","100.0","0.0","0.0","0.0","0","13","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","1","Regular Academic Session","INFO","INFO-T","100","36444","TOPICS: INFORMATICS TECHNOLOGY","Macklin,Paul","6","6",""," 4.000"," 3.909","16.7","100.0","0.0","0.0","0.0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2025"
"FA24","4248","8W2","Eight Week - Second","INFO","INFO-Y","395","5449","CAREER DEVELPT FOR INFO MAJORS","Gregoire,David","55","65",""," 2.873"," 3.028","91.2","50.9","23.6","7.3","3.6","18","13","9","6","2","4","7","2","1","1","0","2","0","8","2","8","0","0","0","0","0","0","0","0","01-24-2025"
